DataType,Code,LocalAuthority,Period,Value,Numerator,Denominator
Real,ECON12b,Glasgow City,2010-11,0.077141993,6699.166667,87582
Real,ECON12b,Glasgow City,2011-12,0.076561672,6791.25,88703
Real,ECON12b,Glasgow City,2012-13,0.072485466,6354.583333,87667
Real,ECON12b,Glasgow City,2013-14,0.057982551,4953.333333,85428
Real,ECON12b,Glasgow City,2014-15,0.040999673,3590.833333,83781
Real,ECON12b,Glasgow City,2015-16,0.036344803,3037.916667,83586
Real,ECON12b,Glasgow City,2016-17,0.035683758,2977.916667,83453
Real,ECON12b,Glasgow City,2017-18,0.032824545,2661.25,81075
Real,ECON12b,Glasgow City,2018-19,0.029988701,2388.75,79655
Real,ECON12b,Glasgow City,2019-20,0.040376337,3220.416667,79760
Real,ECON12b,Glasgow City,2020-21,0.080795085,6374.166667,78893
Real,ECON12b,Glasgow City,2021-22,0.060055174,4567.916667,76062
Real,ECON12b,Glasgow City,2022-23,0.043424005,3300,76062
Real,ECON12b,Glasgow City,2023-24,0.043944402,3338.333333,76062
Real,ECON12b,Highland,2010-11,0.048432952,1063.333333,22101
Real,ECON12b,Highland,2011-12,0.047802543,1063.75,22253
Real,ECON12b,Highland,2012-13,0.04407304,978.3333333,22198
Real,ECON12b,Highland,2013-14,0.03104264,684.5833333,22053
Real,ECON12b,Highland,2014-15,0.022830792,504.5833333,22011
Real,ECON12b,Highland,2015-16,0.019843942,442.0833333,22278
Real,ECON12b,Highland,2016-17,0.020291532,447.0833333,22033
Real,ECON12b,Highland,2017-18,0.025703216,561.6666667,21852
Real,ECON12b,Highland,2018-19,0.030155657,654.1666667,21693
Real,ECON12b,Highland,2019-20,0.029878211,634.5833333,21239
Real,ECON12b,Highland,2020-21,0.070728057,1480.833333,20937
Real,ECON12b,Highland,2021-22,0.039965511,857.5,21456
Real,ECON12b,Highland,2022-23,0.026294121,563.75,21456
Real,ECON12b,Highland,2023-24,0.025530533,546.6666667,21456
Real,ECON12b,Inverclyde,2010-11,0.082745842,752.9166667,9220
Real,ECON12b,Inverclyde,2011-12,0.092459307,835,9031
Real,ECON12b,Inverclyde,2012-13,0.084008734,756.6666667,9007
Real,ECON12b,Inverclyde,2013-14,0.068640671,610.8333333,8899
Real,ECON12b,Inverclyde,2014-15,0.047541576,438.3333333,8725
Real,ECON12b,Inverclyde,2015-16,0.040799318,350.8333333,8599
Real,ECON12b,Inverclyde,2016-17,0.038137114,318.75,8358
Real,ECON12b,Inverclyde,2017-18,0.055009074,444.5833333,8082
Real,ECON12b,Inverclyde,2018-19,0.065659811,510.8333333,7780
Real,ECON12b,Inverclyde,2019-20,0.063099777,480,7607
Real,ECON12b,Inverclyde,2020-21,0.082097934,609.1666667,7420
Real,ECON12b,Inverclyde,2021-22,0.06353509,462.9166667,7286
Real,ECON12b,Inverclyde,2022-23,0.048151706,350.4166667,7286
Real,ECON12b,Inverclyde,2023-24,0.049374112,359.4444444,7286
Real,ECON12b,Midlothian,2010-11,0.078787706,695,8763
Real,ECON12b,Midlothian,2011-12,0.080151397,720,8983
Real,ECON12b,Midlothian,2012-13,0.077994661,701.25,8991
Real,ECON12b,Midlothian,2013-14,0.06134624,545,8884
Real,ECON12b,Midlothian,2014-15,0.039227434,343.75,8993
Real,ECON12b,Midlothian,2015-16,0.027444835,249.5833333,9094
Real,ECON12b,Midlothian,2016-17,0.025721887,230.4166667,8958
Real,ECON12b,Midlothian,2017-18,0.02968114,262.5,8844
Real,ECON12b,Midlothian,2018-19,0.035835624,312.9166667,8732
Real,ECON12b,Midlothian,2019-20,0.036903787,315.4166667,8547
Real,ECON12b,Midlothian,2020-21,0.07750569,658.3333333,8494
Real,ECON12b,Midlothian,2021-22,0.049008325,425.8333333,8689
Real,ECON12b,Midlothian,2022-23,0.030066751,261.25,8689
Real,ECON12b,Midlothian,2023-24,0.030465915,266.1111111,8689
Real,ECON12b,Moray,2010-11,0.047398589,463.3333333,9828
Real,ECON12b,Moray,2011-12,0.051139833,502.5,9826
Real,ECON12b,Moray,2012-13,0.042287918,411.25,9725
Real,ECON12b,Moray,2013-14,0.030380637,302.5,9957
Real,ECON12b,Moray,2014-15,0.023317732,229.1666667,9929
Real,ECON12b,Moray,2015-16,0.01899252,189.5833333,9982
Real,ECON12b,Moray,2016-17,0.025329917,252.0833333,9952
Real,ECON12b,Moray,2017-18,0.02773163,267.0833333,9631
Real,ECON12b,Moray,2018-19,0.031477535,295.4166667,9385
Real,ECON12b,Moray,2019-20,0.035186583,326.25,9272
Real,ECON12b,Moray,2020-21,0.066803415,602.5,9019
Real,ECON12b,Moray,2021-22,0.044530308,406.25,9123
Real,ECON12b,Moray,2022-23,0.028225364,257.0833333,9123
Real,ECON12b,Moray,2023-24,0.025988077,237.2222222,9123
Real,ECON12b,North Ayrshire,2010-11,0.107982167,1591.25,14879
Real,ECON12b,North Ayrshire,2011-12,0.112201925,1682.916667,14999
Real,ECON12b,North Ayrshire,2012-13,0.114113209,1704.166667,14934
Real,ECON12b,North Ayrshire,2013-14,0.09062993,1340.416667,14790
Real,ECON12b,North Ayrshire,2014-15,0.062364182,927.9166667,14612
Real,ECON12b,North Ayrshire,2015-16,0.057513502,841.25,14627
Real,ECON12b,North Ayrshire,2016-17,0.057741734,831.25,14396
Real,ECON12b,North Ayrshire,2017-18,0.052742987,749.5833333,14212
Real,ECON12b,North Ayrshire,2018-19,0.064559912,895.8333333,13876
Real,ECON12b,North Ayrshire,2019-20,0.066327289,892.5,13456
Real,ECON12b,North Ayrshire,2020-21,0.108307946,1422.083333,13130
Real,ECON12b,North Ayrshire,2021-22,0.073162504,957.9166667,13093
Real,ECON12b,North Ayrshire,2022-23,0.053304565,696.6666667,13093
Real,ECON12b,North Ayrshire,2023-24,0.055584995,728.3333333,13093
Real,ECON12b,North Lanarkshire,2010-11,0.089057609,3387.916667,38229
Real,ECON12b,North Lanarkshire,2011-12,0.096995396,3694.166667,38086
Real,ECON12b,North Lanarkshire,2012-13,0.091383783,3475.416667,38031
Real,ECON12b,North Lanarkshire,2013-14,0.07397921,2801.666667,37871
Real,ECON12b,North Lanarkshire,2014-15,0.051084691,1952.916667,37743
Real,ECON12b,North Lanarkshire,2015-16,0.043092396,1624.583333,37700
Real,ECON12b,North Lanarkshire,2016-17,0.041438687,1545,37284
Real,ECON12b,North Lanarkshire,2017-18,0.036808771,1351.25,36710
Real,ECON12b,North Lanarkshire,2018-19,0.041984223,1520.416667,36214
Real,ECON12b,North Lanarkshire,2019-20,0.04585932,1647.083333,35916
Real,ECON12b,North Lanarkshire,2020-21,0.084075553,3011.25,35816
Real,ECON12b,North Lanarkshire,2021-22,0.056611624,2029.583333,35851
Real,ECON12b,North Lanarkshire,2022-23,0.039724601,1422.083333,35851
Real,ECON12b,North Lanarkshire,2023-24,0.040668009,1462.777778,35851
Real,ECON12b,Orkney Islands,2010-11,0.027856804,57.5,2109
Real,ECON12b,Orkney Islands,2011-12,0.029584669,64.58333333,2183
Real,ECON12b,Orkney Islands,2012-13,0.029293864,63.33333333,2162
Real,ECON12b,Orkney Islands,2013-14,0.021138026,46.25,2188
Real,ECON12b,Orkney Islands,2014-15,0.012446657,26.25,2141
Real,ECON12b,Orkney Islands,2015-16,0.011076204,22.91666667,2069
Real,ECON12b,Orkney Islands,2016-17,0.015625,31.25,2000
Real,ECON12b,Orkney Islands,2017-18,0.011473738,22.5,1961
Real,ECON12b,Orkney Islands,2018-19,0.015155509,28.75,1897
Real,ECON12b,Orkney Islands,2019-20,0.022784696,42.08333333,1847
Real,ECON12b,Orkney Islands,2020-21,0.045315114,81.25,1793
Real,ECON12b,Orkney Islands,2021-22,0.03284638,59.58333333,1814
Real,ECON12b,Orkney Islands,2022-23,0.024807056,45,1814
Real,ECON12b,Orkney Islands,2023-24,0.023404386,42.22222222,1814
Real,ECON12b,Perth & Kinross,2010-11,0.042221833,598.75,14260
Real,ECON12b,Perth & Kinross,2011-12,0.049123477,707.0833333,14394
Real,ECON12b,Perth & Kinross,2012-13,0.042068669,619.1666667,14718
Real,ECON12b,Perth & Kinross,2013-14,0.034963447,513.3333333,14682
Real,ECON12b,Perth & Kinross,2014-15,0.02372604,338.3333333,15132
Real,ECON12b,Perth & Kinross,2015-16,0.015580163,237.0833333,15217
Real,ECON12b,Perth & Kinross,2016-17,0.016241338,243.75,15008
Real,ECON12b,Perth & Kinross,2017-18,0.017835639,261.6666667,14671
Real,ECON12b,Perth & Kinross,2018-19,0.020722792,292.9166667,14135
Real,ECON12b,Perth & Kinross,2019-20,0.027011787,371.25,13744
Real,ECON12b,Perth & Kinross,2020-21,0.06419183,875.8333333,13644
Real,ECON12b,Perth & Kinross,2021-22,0.039595076,547.9166667,13838
Real,ECON12b,Perth & Kinross,2022-23,0.024690466,340.4166667,13838
Real,ECON12b,Perth & Kinross,2023-24,0.027915482,385.5555556,13838
Real,ECON12b,Renfrewshire,2010-11,0.079075581,1537.083333,19533
Real,ECON12b,Renfrewshire,2011-12,0.082272303,1615.416667,19635
Real,ECON12b,Renfrewshire,2012-13,0.077924814,1510.416667,19383
Real,ECON12b,Renfrewshire,2013-14,0.064816263,1242.916667,19176
Real,ECON12b,Renfrewshire,2014-15,0.039015171,762.0833333,19171
Real,ECON12b,Renfrewshire,2015-16,0.030170675,573.3333333,19003
Real,ECON12b,Renfrewshire,2016-17,0.031447373,594.1666667,18894
Real,ECON12b,Renfrewshire,2017-18,0.031899003,590.8333333,18522
Real,ECON12b,Renfrewshire,2018-19,0.030010247,546.6666667,18216
Real,ECON12b,Renfrewshire,2019-20,0.040679108,734.5833333,18058
Real,ECON12b,Renfrewshire,2020-21,0.079007669,1407.916667,17820
Real,ECON12b,Renfrewshire,2021-22,0.050075851,891.25,17798
Real,ECON12b,Renfrewshire,2022-23,0.03605274,641.25,17798
Real,ECON12b,Renfrewshire,2023-24,0.037368381,662.7777778,17798
Real,ECON12b,Scottish Borders,2010-11,0.062336276,642.0833333,10307
Real,ECON12b,Scottish Borders,2011-12,0.071198971,738.3333333,10370
Real,ECON12b,Scottish Borders,2012-13,0.065539911,679.5833333,10369
Real,ECON12b,Scottish Borders,2013-14,0.053068113,552.9166667,10419
Real,ECON12b,Scottish Borders,2014-15,0.037353255,385,10447
Real,ECON12b,Scottish Borders,2015-16,0.028678606,296.25,10330
Real,ECON12b,Scottish Borders,2016-17,0.027982691,292.0833333,10438
Real,ECON12b,Scottish Borders,2017-18,0.025772781,267.0833333,10363
Real,ECON12b,Scottish Borders,2018-19,0.030442144,311.6666667,10238
Real,ECON12b,Scottish Borders,2019-20,0.040055385,405,10111
Real,ECON12b,Scottish Borders,2020-21,0.079137587,793.75,10030
Real,ECON12b,Scottish Borders,2021-22,0.052346929,527.5,10077
Real,ECON12b,Scottish Borders,2022-23,0.033822897,340.8333333,10077
Real,ECON12b,Scottish Borders,2023-24,0.035685235,358.8888889,10077
Real,ECON12b,Shetland Islands,2010-11,0.026030963,63.75,2433
Real,ECON12b,Shetland Islands,2011-12,0.022249191,55,2472
Real,ECON12b,Shetland Islands,2012-13,0.024733638,59.58333333,2409
Real,ECON12b,Shetland Islands,2013-14,0.01565762,37.5,2395
Real,ECON12b,Shetland Islands,2014-15,0.009076586,22.08333333,2396
Real,ECON12b,Shetland Islands,2015-16,0.012526096,30,2395
Real,ECON12b,Shetland Islands,2016-17,0.015026163,35.41666667,2357
Real,ECON12b,Shetland Islands,2017-18,0.010421319,23.33333333,2239
Real,ECON12b,Shetland Islands,2018-19,0.013742556,30,2183
Real,ECON12b,Shetland Islands,2019-20,0.022814601,47.5,2082
Real,ECON12b,Shetland Islands,2020-21,0.049363314,102.0833333,2068
Real,ECON12b,Shetland Islands,2021-22,0.035805729,74.58333333,2083
Real,ECON12b,Shetland Islands,2022-23,0.027204353,56.66666667,2083
Real,ECON12b,Shetland Islands,2023-24,0.022778845,47.77777778,2083
Real,ECON12b,South Ayrshire,2010-11,0.081018519,906.6666667,11304
Real,ECON12b,South Ayrshire,2011-12,0.08215859,932.5,11350
Real,ECON12b,South Ayrshire,2012-13,0.08023761,905,11279
Real,ECON12b,South Ayrshire,2013-14,0.064963958,730,11237
Real,ECON12b,South Ayrshire,2014-15,0.043421208,490.8333333,11189
Real,ECON12b,South Ayrshire,2015-16,0.032027957,352.0833333,10993
Real,ECON12b,South Ayrshire,2016-17,0.035787556,389.5833333,10886
Real,ECON12b,South Ayrshire,2017-18,0.034738395,372.9166667,10735
Real,ECON12b,South Ayrshire,2018-19,0.046296296,486.6666667,10512
Real,ECON12b,South Ayrshire,2019-20,0.053347246,549.5833333,10302
Real,ECON12b,South Ayrshire,2020-21,0.09479805,959.1666667,10118
Real,ECON12b,South Ayrshire,2021-22,0.061367597,622.0833333,10137
Real,ECON12b,South Ayrshire,2022-23,0.041103548,417.5,10137
Real,ECON12b,South Ayrshire,2023-24,0.03914863,398.3333333,10137
Real,ECON12b,South Lanarkshire,2010-11,0.079836655,2658.333333,33365
Real,ECON12b,South Lanarkshire,2011-12,0.089065136,2956.25,33192
Real,ECON12b,South Lanarkshire,2012-13,0.083575325,2762.916667,33059
Real,ECON12b,South Lanarkshire,2013-14,0.06796512,2252.5,33142
Real,ECON12b,South Lanarkshire,2014-15,0.046942904,1566.25,32982
Real,ECON12b,South Lanarkshire,2015-16,0.034748499,1147.916667,33035
Real,ECON12b,South Lanarkshire,2016-17,0.034193522,1118.333333,32706
Real,ECON12b,South Lanarkshire,2017-18,0.033155912,1062.083333,32033
Real,ECON12b,South Lanarkshire,2018-19,0.041920044,1316.666667,31409
Real,ECON12b,South Lanarkshire,2019-20,0.043303571,1333.75,30800
Real,ECON12b,South Lanarkshire,2020-21,0.080864521,2467.5,30514
Real,ECON12b,South Lanarkshire,2021-22,0.052601618,1601.666667,30449
Real,ECON12b,South Lanarkshire,2022-23,0.035140727,1068.333333,30449
Real,ECON12b,South Lanarkshire,2023-24,0.034793111,1062.222222,30449
Real,ECON12b,Stirling,2010-11,0.047701529,573.75,12124
Real,ECON12b,Stirling,2011-12,0.051270884,647.5,12629
Real,ECON12b,Stirling,2012-13,0.045463939,586.6666667,12904
Real,ECON12b,Stirling,2013-14,0.034581194,451.25,13049
Real,ECON12b,Stirling,2014-15,0.025603486,310.4166667,12805
Real,ECON12b,Stirling,2015-16,0.01681586,221.6666667,13182
Real,ECON12b,Stirling,2016-17,0.018073869,241.25,13348
Real,ECON12b,Stirling,2017-18,0.019769209,255.8333333,12941
Real,ECON12b,Stirling,2018-19,0.025174157,320.4166667,12728
Real,ECON12b,Stirling,2019-20,0.025548878,314.5833333,12313
Real,ECON12b,Stirling,2020-21,0.049358342,600,12156
Real,ECON12b,Stirling,2021-22,0.031809407,362.5,11396
Real,ECON12b,Stirling,2022-23,0.022741898,259.5833333,11396
Real,ECON12b,Stirling,2023-24,0.025509731,291.1111111,11396
Real,ECON12b,West Dunbartonshire,2010-11,0.094843593,999.5833333,10592
Real,ECON12b,West Dunbartonshire,2011-12,0.109221376,1147.916667,10510
Real,ECON12b,West Dunbartonshire,2012-13,0.102263573,1057.916667,10345
Real,ECON12b,West Dunbartonshire,2013-14,0.086695935,878.75,10136
Real,ECON12b,West Dunbartonshire,2014-15,0.05361751,567.9166667,10042
Real,ECON12b,West Dunbartonshire,2015-16,0.052072758,512.9166667,9850
Real,ECON12b,West Dunbartonshire,2016-17,0.052331195,505.8333333,9666
Real,ECON12b,West Dunbartonshire,2017-18,0.043719833,404.5833333,9254
Real,ECON12b,West Dunbartonshire,2018-19,0.042067308,376.25,8944
Real,ECON12b,West Dunbartonshire,2019-20,0.059209519,515.8333333,8712
Real,ECON12b,West Dunbartonshire,2020-21,0.106264637,907.5,8540
Real,ECON12b,West Dunbartonshire,2021-22,0.076227844,650.8333333,8538
Real,ECON12b,West Dunbartonshire,2022-23,0.057097681,487.9166667,8538
Real,ECON12b,West Dunbartonshire,2023-24,0.057116082,487.7777778,8538
Real,ECON12b,West Lothian,2010-11,0.079296575,1514.583333,19116
Real,ECON12b,West Lothian,2011-12,0.078368405,1500.833333,19151
Real,ECON12b,West Lothian,2012-13,0.072767197,1394.583333,19165
Real,ECON12b,West Lothian,2013-14,0.059076662,1124.583333,19036
Real,ECON12b,West Lothian,2014-15,0.039604694,757.0833333,19007
Real,ECON12b,West Lothian,2015-16,0.027843291,531.25,19080
Real,ECON12b,West Lothian,2016-17,0.02904621,549.5833333,18921
Real,ECON12b,West Lothian,2017-18,0.028057241,527.0833333,18786
Real,ECON12b,West Lothian,2018-19,0.030663975,569.5833333,18575
Real,ECON12b,West Lothian,2019-20,0.040477107,735.8333333,18179
Real,ECON12b,West Lothian,2020-21,0.077267874,1399.166667,18108
Real,ECON12b,West Lothian,2021-22,0.051795954,957.5,18486
Real,ECON12b,West Lothian,2022-23,0.034801111,642.5,18486
Real,ECON12b,West Lothian,2023-24,0.036495606,673.8888889,18486
Real,CORP09,Aberdeen City,2018-19,0.9825,11745,11940
Real,CORP09,Aberdeen City,2019-20,0.975,13130,13490
Real,CORP09,Aberdeen City,2020-21,0.94,15900,16900
Real,CORP09,Aberdeen City,2021-22,0.8675,12045,14035
Real,CORP09,Aberdeen City,2022-23,0.845,14095,16435
Real,CORP09,Aberdeen City,2023-24,0.97,4040,4165
Real,CORP09,Aberdeenshire,2018-19,0.97,4705,4845
Real,CORP09,Aberdeenshire,2019-20,0.97,5565,5750
Real,CORP09,Aberdeenshire,2020-21,0.97,5880,6060
Real,CORP09,Aberdeenshire,2021-22,0.9775,7205,7375
Real,CORP09,Aberdeenshire,2022-23,0.98,8550,8715
Real,CORP09,Aberdeenshire,2023-24,0.98,1860,1895
Real,CORP09,Angus,2018-19,0.9875,3260,3295
Real,CORP09,Angus,2019-20,0.9825,3575,3630
Real,CORP09,Angus,2020-21,0.99,3465,3495
Real,CORP09,Angus,2021-22,0.98,3665,3755
Real,CORP09,Angus,2022-23,0.9775,4210,4290
Real,CORP09,Angus,2023-24,0.97,990,1020
Real,CORP09,Argyll & Bute,2018-19,1,1345,1345
Real,CORP09,Argyll & Bute,2019-20,1,1455,1460
Real,CORP09,Argyll & Bute,2020-21,1,1520,1525
Real,CORP09,Argyll & Bute,2021-22,1,1500,1500
Real,CORP09,Argyll & Bute,2022-23,1,1590,1600
Real,CORP09,Argyll & Bute,2023-24,1,325,325
Real,CORP09,Clackmannanshire,2018-19,0.8675,1930,2225
Real,CORP09,Clackmannanshire,2019-20,0.9625,3165,3275
Real,CORP09,Clackmannanshire,2020-21,0.975,3380,3455
Real,CORP09,Clackmannanshire,2021-22,0.9675,2470,2555
Real,CORP09,Clackmannanshire,2022-23,0.9925,2700,2720
Real,CORP09,Clackmannanshire,2023-24,0.98,605,615
Real,CORP09,Dumfries & Galloway,2018-19,0.925,5450,5875
Real,CORP09,Dumfries & Galloway,2019-20,0.8625,5910,6865
Real,CORP09,Dumfries & Galloway,2020-21,0.92,7545,8190
Real,CORP09,Dumfries & Galloway,2021-22,0.8725,6135,7060
Real,CORP09,Dumfries & Galloway,2022-23,0.8175,6630,8095
Real,CORP09,Dumfries & Galloway,2023-24,0.91,1515,1665
Real,CORP09,Dundee City,2018-19,0.955,5560,5820
Real,CORP09,Dundee City,2019-20,0.9725,5730,5895
Real,CORP09,Dundee City,2020-21,0.9625,8295,8640
Real,CORP09,Dundee City,2021-22,0.9425,9080,9670
Real,CORP09,Dundee City,2022-23,0.8875,8385,9450
Real,CORP09,Dundee City,2023-24,0.9,1605,1775
Real,CORP09,East Ayrshire,2018-19,0.9875,5955,6030
Real,CORP09,East Ayrshire,2019-20,0.995,5790,5825
Real,CORP09,East Ayrshire,2020-21,0.995,5890,5910
Real,CORP09,East Ayrshire,2021-22,0.9925,6095,6150
Real,CORP09,East Ayrshire,2022-23,0.995,6715,6725
Real,CORP09,East Ayrshire,2023-24,0.99,1155,1160
Real,CORP09,East Dunbartonshire,2018-19,0.99,1830,1850
Real,CORP09,East Dunbartonshire,2019-20,0.995,2045,2060
Real,CORP09,East Dunbartonshire,2020-21,0.9875,3145,3190
Real,CORP09,East Dunbartonshire,2021-22,0.9775,2595,2645
Real,CORP09,East Dunbartonshire,2022-23,0.99,3095,3130
Real,CORP09,East Dunbartonshire,2023-24,0.99,745,755
Real,CORP09,East Lothian,2018-19,0.9475,3310,3480
Real,CORP09,East Lothian,2019-20,0.9225,3640,3945
Real,CORP09,East Lothian,2020-21,0.935,3715,3960
Real,CORP09,East Lothian,2021-22,0.9225,4060,4405
Real,CORP09,East Lothian,2022-23,0.905,5810,6415
Real,CORP09,East Lothian,2023-24,0.88,1215,1390
Real,CORP09,East Renfrewshire,2018-19,0.93,595,645
Real,CORP09,East Renfrewshire,2019-20,0.9675,625,645
Real,CORP09,East Renfrewshire,2020-21,0.995,705,715
Real,CORP09,East Renfrewshire,2021-22,0.9775,895,915
Real,CORP09,East Renfrewshire,2022-23,0.9925,1295,1310
Real,CORP09,East Renfrewshire,2023-24,0.98,350,355
Real,CORP09,Edinburgh City,2018-19,0.9575,11185,11680
Real,CORP09,Edinburgh City,2019-20,0.9825,14110,14365
Real,CORP09,Edinburgh City,2020-21,0.9625,32420,33940
Real,CORP09,Edinburgh City,2021-22,0.99,30635,30920
Real,CORP09,Edinburgh City,2022-23,0.99,31245,31510
Real,CORP09,Edinburgh City,2023-24,0.99,6795,6860
Real,CORP09,Eilean Siar,2018-19,1,190,190
Real,CORP09,Eilean Siar,2019-20,0.9675,200,205
Real,CORP09,Eilean Siar,2020-21,0.9875,270,285
Real,CORP09,Eilean Siar,2021-22,0.9925,285,290
Real,CORP09,Eilean Siar,2022-23,0.9925,290,290
Real,CORP09,Eilean Siar,2023-24,1,80,80
Real,CORP09,Falkirk,2018-19,0.9975,5760,5790
Real,CORP09,Falkirk,2019-20,0.9925,5290,5320
Real,CORP09,Falkirk,2020-21,0.9875,4940,5000
Real,CORP09,Falkirk,2021-22,0.8525,3835,4645
Real,CORP09,Falkirk,2022-23,0.6925,3255,4720
Real,CORP09,Falkirk,2023-24,0.65,700,1085
Real,CORP09,Fife,2018-19,0.99,18645,18850
Real,CORP09,Fife,2019-20,0.9975,26515,26650
Real,CORP09,Fife,2020-21,0.99,30325,30545
Real,CORP09,Fife,2021-22,0.99,28015,28240
Real,CORP09,Fife,2022-23,0.99,30330,30640
Real,CORP09,Fife,2023-24,0.99,6705,6765
Real,CORP09,Glasgow City,2018-19,0.9,26280,29160
Real,CORP09,Glasgow City,2019-20,0.84,29955,35625
Real,CORP09,Glasgow City,2020-21,0.81,36255,45070
Real,CORP09,Glasgow City,2021-22,0.8925,37405,42040
Real,CORP09,Glasgow City,2022-23,0.87,44795,51845
Real,CORP09,Glasgow City,2023-24,0.82,8490,10345
Real,CORP09,Highland,2018-19,0.995,3875,3900
Real,CORP09,Highland,2019-20,0.995,3905,3935
Real,CORP09,Highland,2020-21,0.99,4350,4390
Real,CORP09,Highland,2021-22,0.94,6165,6630
Real,CORP09,Highland,2022-23,0.93,5800,6255
Real,CORP09,Highland,2023-24,0.97,1230,1270
Real,CORP09,Inverclyde,2018-19,1,3445,3450
Real,CORP09,Inverclyde,2019-20,1,3335,3335
Real,CORP09,Inverclyde,2020-21,1,3385,3395
Real,CORP09,Inverclyde,2021-22,0.9975,2675,2685
Real,CORP09,Inverclyde,2022-23,1,2830,2840
Real,CORP09,Inverclyde,2023-24,1,545,550
Real,CORP09,Midlothian,2018-19,0.9875,4005,4045
Real,CORP09,Midlothian,2019-20,0.995,4450,4475
Real,CORP09,Midlothian,2020-21,0.9975,5140,5165
Real,CORP09,Midlothian,2021-22,0.99,5540,5600
Real,CORP09,Midlothian,2022-23,0.99,4110,4165
Real,CORP09,Midlothian,2023-24,0.99,1755,1775
Real,CORP09,Moray,2018-19,0.9275,2250,2415
Real,CORP09,Moray,2019-20,0.9425,2385,2525
Real,CORP09,Moray,2020-21,0.985,2345,2380
Real,CORP09,Moray,2021-22,0.9825,2640,2695
Real,CORP09,Moray,2022-23,0.9775,2695,2755
Real,CORP09,Moray,2023-24,0.97,505,525
Real,CORP09,North Ayrshire,2018-19,0.9925,8155,8220
Real,CORP09,North Ayrshire,2019-20,0.99,8260,8340
Real,CORP09,North Ayrshire,2020-21,0.9925,6605,6650
Real,CORP09,North Ayrshire,2021-22,0.9875,5455,5520
Real,CORP09,North Ayrshire,2022-23,0.995,6800,6835
Real,CORP09,North Ayrshire,2023-24,0.99,1475,1490
Real,CORP09,North Lanarkshire,2018-19,0.975,15830,16230
Real,CORP09,North Lanarkshire,2019-20,1,15640,15685
Real,CORP09,North Lanarkshire,2020-21,0.9475,15105,15960
Real,CORP09,North Lanarkshire,2021-22,0.93,16135,17390
Real,CORP09,North Lanarkshire,2022-23,0.863333333,10685,12460
Real,CORP09,North Lanarkshire,2023-24,0.89,4155,4655
Real,CORP09,Orkney Islands,2018-19,0.975,80,85
Real,CORP09,Orkney Islands,2019-20,1,70,70
Real,CORP09,Orkney Islands,2020-21,1,120,120
Real,CORP09,Orkney Islands,2021-22,0.99,100,100
Real,CORP09,Orkney Islands,2022-23,0.9875,105,105
Real,CORP09,Orkney Islands,2023-24,0.88,15,15
Real,CORP09,Perth & Kinross,2018-19,0.9925,3835,3855
Real,CORP09,Perth & Kinross,2019-20,0.99,4550,4590
Real,CORP09,Perth & Kinross,2020-21,0.99,6080,6135
Real,CORP09,Perth & Kinross,2021-22,0.98,5425,5540
Real,CORP09,Perth & Kinross,2022-23,0.9875,6405,6470
Real,CORP09,Perth & Kinross,2023-24,0.99,1630,1645
Real,CORP09,Renfrewshire,2018-19,0.9225,8295,9005
Real,CORP09,Renfrewshire,2019-20,0.935,8505,9095
Real,CORP09,Renfrewshire,2020-21,0.925,9235,9980
Real,CORP09,Renfrewshire,2021-22,0.885,8660,9780
Real,CORP09,Renfrewshire,2022-23,0.8325,8875,10670
Real,CORP09,Renfrewshire,2023-24,0.84,2080,2470
Real,CORP09,Scottish Borders,2018-19,0.965,2090,2175
Real,CORP09,Scottish Borders,2019-20,0.97,2430,2495
Real,CORP09,Scottish Borders,2020-21,0.975,2295,2370
Real,CORP09,Scottish Borders,2021-22,0.9725,2270,2340
Real,CORP09,Scottish Borders,2022-23,0.975,2610,2680
Real,CORP09,Scottish Borders,2023-24,0.96,595,620
Real,CORP09,Shetland Islands,2018-19,0.7025,120,175
Real,CORP09,Shetland Islands,2019-20,0.5525,120,225
Real,CORP09,Shetland Islands,2020-21,0.55,65,105
Real,CORP09,Shetland Islands,2021-22,0.73,90,130
Real,CORP09,Shetland Islands,2022-23,0.6925,95,140
Real,CORP09,Shetland Islands,2023-24,1,10,15
Real,CORP09,South Ayrshire,2018-19,0.9775,3335,3415
Real,CORP09,South Ayrshire,2019-20,0.98,3590,3645
Real,CORP09,South Ayrshire,2020-21,0.97,4200,4345
Real,CORP09,South Ayrshire,2021-22,0.9625,4490,4670
Real,CORP09,South Ayrshire,2022-23,0.9625,4670,4860
Real,CORP09,South Ayrshire,2023-24,0.97,855,885
Real,CORP09,South Lanarkshire,2018-19,0.98,5955,6065
Real,CORP09,South Lanarkshire,2019-20,0.98,6465,6585
Real,CORP09,South Lanarkshire,2020-21,0.9775,9910,10120
Real,CORP09,South Lanarkshire,2021-22,0.99,10770,10915
Real,CORP09,South Lanarkshire,2022-23,0.9775,10715,11005
Real,CORP09,South Lanarkshire,2023-24,0.96,2205,2295
Real,CORP09,Stirling,2018-19,0.8975,2955,3285
Real,CORP09,Stirling,2019-20,0.925,3235,3495
Real,CORP09,Stirling,2020-21,0.9275,3590,3875
Real,CORP09,Stirling,2021-22,0.895,3580,4015
Real,CORP09,Stirling,2022-23,0.87,3780,4340
Real,CORP09,Stirling,2023-24,0.88,830,940
Real,CORP09,West Dunbartonshire,2018-19,0.9475,5410,5715
